Filename; Timestamp from FTS; Matching Timestamp from TXT; Branch number; Position in branch; Branch length; Branch generation; branchCode; Offset [mm]
BronchoscopyVideo_1_20250325T093638_openCV_994.mhd; 1742891897869; 1742891897857; 148; 27; 32; 8; 1,2,2,1,2,1,2,1; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_995.mhd; 1742891897969; 1742891897957; 148; 29; 32; 8; 1,2,2,1,2,1,2,1; 5.1
BronchoscopyVideo_1_20250325T093638_openCV_996.mhd; 1742891898069; 1742891898058; 155; 2; 16; 9; 1,2,2,1,2,1,2,1,2; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_997.mhd; 1742891898169; 1742891898157; 155; 3; 16; 9; 1,2,2,1,2,1,2,1,2; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_998.mhd; 1742891898269; 1742891898281; 148; 30; 32; 8; 1,2,2,1,2,1,2,1; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_999.mhd; 1742891898369; 1742891898381; 148; 29; 32; 8; 1,2,2,1,2,1,2,1; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_1000.mhd; 1742891898469; 1742891898481; 148; 28; 32; 8; 1,2,2,1,2,1,2,1; 5.4
BronchoscopyVideo_1_20250325T093638_openCV_1001.mhd; 1742891898569; 1742891898581; 148; 25; 32; 8; 1,2,2,1,2,1,2,1; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_1002.mhd; 1742891898669; 1742891898681; 148; 24; 32; 8; 1,2,2,1,2,1,2,1; 5
BronchoscopyVideo_1_20250325T093638_openCV_1003.mhd; 1742891898769; 1742891898781; 148; 24; 32; 8; 1,2,2,1,2,1,2,1; 4.5
BronchoscopyVideo_1_20250325T093638_openCV_1004.mhd; 1742891898869; 1742891898881; 148; 23; 32; 8; 1,2,2,1,2,1,2,1; 4.3
BronchoscopyVideo_1_20250325T093638_openCV_1005.mhd; 1742891898969; 1742891898981; 148; 18; 32; 8; 1,2,2,1,2,1,2,1; 4.9
BronchoscopyVideo_1_20250325T093638_openCV_1006.mhd; 1742891899069; 1742891899081; 148; 11; 32; 8; 1,2,2,1,2,1,2,1; 5
BronchoscopyVideo_1_20250325T093638_openCV_1007.mhd; 1742891899169; 1742891899181; 148; 6; 32; 8; 1,2,2,1,2,1,2,1; 5
BronchoscopyVideo_1_20250325T093638_openCV_1008.mhd; 1742891899269; 1742891899281; 148; 6; 32; 8; 1,2,2,1,2,1,2,1; 5.1
BronchoscopyVideo_1_20250325T093638_openCV_1009.mhd; 1742891899369; 1742891899381; 148; 12; 32; 8; 1,2,2,1,2,1,2,1; 5.2
BronchoscopyVideo_1_20250325T093638_openCV_1010.mhd; 1742891899469; 1742891899481; 148; 20; 32; 8; 1,2,2,1,2,1,2,1; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_1011.mhd; 1742891899569; 1742891899581; 148; 29; 32; 8; 1,2,2,1,2,1,2,1; 6.4
BronchoscopyVideo_1_20250325T093638_openCV_1012.mhd; 1742891899670; 1742891899681; 148; 27; 32; 8; 1,2,2,1,2,1,2,1; 6.5
BronchoscopyVideo_1_20250325T093638_openCV_1013.mhd; 1742891899769; 1742891899781; 71; 10; 42; 7; 1,2,2,1,2,2,2; 8.7
BronchoscopyVideo_1_20250325T093638_openCV_1014.mhd; 1742891899869; 1742891899881; 148; 10; 32; 8; 1,2,2,1,2,1,2,1; 6.2
BronchoscopyVideo_1_20250325T093638_openCV_1015.mhd; 1742891899969; 1742891899980; 148; 5; 32; 8; 1,2,2,1,2,1,2,1; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_1016.mhd; 1742891900069; 1742891900081; 131; 5; 8; 7; 1,2,2,1,2,1,2; 5.7
BronchoscopyVideo_1_20250325T093638_openCV_1017.mhd; 1742891900169; 1742891900180; 131; 5; 8; 7; 1,2,2,1,2,1,2; 5.7
BronchoscopyVideo_1_20250325T093638_openCV_1018.mhd; 1742891900269; 1742891900281; 131; 5; 8; 7; 1,2,2,1,2,1,2; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_1019.mhd; 1742891900369; 1742891900380; 131; 4; 8; 7; 1,2,2,1,2,1,2; 5.3
BronchoscopyVideo_1_20250325T093638_openCV_1020.mhd; 1742891900470; 1742891900480; 109; 6; 25; 6; 1,2,2,1,2,2; 3.6
BronchoscopyVideo_1_20250325T093638_openCV_1021.mhd; 1742891900569; 1742891900580; 109; 2; 25; 6; 1,2,2,1,2,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1022.mhd; 1742891900669; 1742891900680; 74; 13; 15; 5; 1,2,2,1,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_1023.mhd; 1742891900770; 1742891900780; 74; 11; 15; 5; 1,2,2,1,2; 2.6
BronchoscopyVideo_1_20250325T093638_openCV_1024.mhd; 1742891900869; 1742891900881; 74; 10; 15; 5; 1,2,2,1,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1025.mhd; 1742891900969; 1742891900979; 74; 10; 15; 5; 1,2,2,1,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_1026.mhd; 1742891901069; 1742891901079; 74; 14; 15; 5; 1,2,2,1,2; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_1027.mhd; 1742891901169; 1742891901180; 74; 8; 15; 5; 1,2,2,1,2; 7.9
BronchoscopyVideo_1_20250325T093638_openCV_1028.mhd; 1742891901269; 1742891901280; 109; 5; 25; 6; 1,2,2,1,2,2; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_1029.mhd; 1742891901369; 1742891901380; 132; 9; 24; 7; 1,2,2,1,2,1,1; 8.3
BronchoscopyVideo_1_20250325T093638_openCV_1030.mhd; 1742891901469; 1742891901480; 132; 7; 24; 7; 1,2,2,1,2,1,1; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1031.mhd; 1742891901569; 1742891901579; 132; 9; 24; 7; 1,2,2,1,2,1,1; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_1032.mhd; 1742891901669; 1742891901679; 132; 7; 24; 7; 1,2,2,1,2,1,1; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_1033.mhd; 1742891901769; 1742891901779; 132; 9; 24; 7; 1,2,2,1,2,1,1; 3.9
BronchoscopyVideo_1_20250325T093638_openCV_1034.mhd; 1742891901869; 1742891901879; 147; 10; 15; 8; 1,2,2,1,2,1,2,2; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_1035.mhd; 1742891901969; 1742891901979; 147; 11; 15; 8; 1,2,2,1,2,1,2,2; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_1036.mhd; 1742891902069; 1742891902079; 147; 12; 15; 8; 1,2,2,1,2,1,2,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1037.mhd; 1742891902169; 1742891902179; 147; 14; 15; 8; 1,2,2,1,2,1,2,2; 1.3
BronchoscopyVideo_1_20250325T093638_openCV_1038.mhd; 1742891902269; 1742891902279; 154; 2; 16; 9; 1,2,2,1,2,1,2,2,2; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_1039.mhd; 1742891902369; 1742891902378; 153; 5; 17; 9; 1,2,2,1,2,1,2,2,1; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_1040.mhd; 1742891902469; 1742891902478; 153; 8; 17; 9; 1,2,2,1,2,1,2,2,1; 3.6
BronchoscopyVideo_1_20250325T093638_openCV_1041.mhd; 1742891902569; 1742891902578; 153; 9; 17; 9; 1,2,2,1,2,1,2,2,1; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_1042.mhd; 1742891902669; 1742891902678; 153; 11; 17; 9; 1,2,2,1,2,1,2,2,1; 3.6
BronchoscopyVideo_1_20250325T093638_openCV_1043.mhd; 1742891902769; 1742891902778; 153; 12; 17; 9; 1,2,2,1,2,1,2,2,1; 3.8
BronchoscopyVideo_1_20250325T093638_openCV_1044.mhd; 1742891902869; 1742891902878; 153; 12; 17; 9; 1,2,2,1,2,1,2,2,1; 4.2
BronchoscopyVideo_1_20250325T093638_openCV_1045.mhd; 1742891902969; 1742891902978; 153; 15; 17; 9; 1,2,2,1,2,1,2,2,1; 4.1
BronchoscopyVideo_1_20250325T093638_openCV_1046.mhd; 1742891903069; 1742891903078; 157; 3; 45; 10; 1,2,2,1,2,1,2,2,1,2; 3.9
BronchoscopyVideo_1_20250325T093638_openCV_1047.mhd; 1742891903169; 1742891903178; 157; 3; 45; 10; 1,2,2,1,2,1,2,2,1,2; 3.9
BronchoscopyVideo_1_20250325T093638_openCV_1048.mhd; 1742891903269; 1742891903278; 157; 3; 45; 10; 1,2,2,1,2,1,2,2,1,2; 4.2
BronchoscopyVideo_1_20250325T093638_openCV_1049.mhd; 1742891903369; 1742891903378; 153; 11; 17; 9; 1,2,2,1,2,1,2,2,1; 3.7
BronchoscopyVideo_1_20250325T093638_openCV_1050.mhd; 1742891903469; 1742891903478; 153; 7; 17; 9; 1,2,2,1,2,1,2,2,1; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_1051.mhd; 1742891903569; 1742891903577; 153; 2; 17; 9; 1,2,2,1,2,1,2,2,1; 2.9
BronchoscopyVideo_1_20250325T093638_openCV_1052.mhd; 1742891903669; 1742891903677; 147; 10; 15; 8; 1,2,2,1,2,1,2,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_1053.mhd; 1742891903769; 1742891903778; 147; 5; 15; 8; 1,2,2,1,2,1,2,2; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_1054.mhd; 1742891903869; 1742891903877; 131; 7; 8; 7; 1,2,2,1,2,1,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_1055.mhd; 1742891903969; 1742891903977; 131; 6; 8; 7; 1,2,2,1,2,1,2; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_1056.mhd; 1742891904069; 1742891904077; 131; 4; 8; 7; 1,2,2,1,2,1,2; 1.1
BronchoscopyVideo_1_20250325T093638_openCV_1057.mhd; 1742891904169; 1742891904176; 131; 5; 8; 7; 1,2,2,1,2,1,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_1058.mhd; 1742891904269; 1742891904277; 147; 4; 15; 8; 1,2,2,1,2,1,2,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_1059.mhd; 1742891904369; 1742891904376; 147; 7; 15; 8; 1,2,2,1,2,1,2,2; 1.7
BronchoscopyVideo_1_20250325T093638_openCV_1060.mhd; 1742891904469; 1742891904477; 147; 8; 15; 8; 1,2,2,1,2,1,2,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_1061.mhd; 1742891904569; 1742891904576; 147; 10; 15; 8; 1,2,2,1,2,1,2,2; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_1062.mhd; 1742891904669; 1742891904676; 147; 11; 15; 8; 1,2,2,1,2,1,2,2; 4.3
BronchoscopyVideo_1_20250325T093638_openCV_1063.mhd; 1742891904769; 1742891904776; 147; 13; 15; 8; 1,2,2,1,2,1,2,2; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_1064.mhd; 1742891904869; 1742891904876; 154; 3; 16; 9; 1,2,2,1,2,1,2,2,2; 5.7
BronchoscopyVideo_1_20250325T093638_openCV_1065.mhd; 1742891904970; 1742891904976; 154; 7; 16; 9; 1,2,2,1,2,1,2,2,2; 5.5
BronchoscopyVideo_1_20250325T093638_openCV_1066.mhd; 1742891905069; 1742891905076; 154; 8; 16; 9; 1,2,2,1,2,1,2,2,2; 5.7
BronchoscopyVideo_1_20250325T093638_openCV_1067.mhd; 1742891905169; 1742891905176; 154; 10; 16; 9; 1,2,2,1,2,1,2,2,2; 5.8
BronchoscopyVideo_1_20250325T093638_openCV_1068.mhd; 1742891905269; 1742891905276; 154; 11; 16; 9; 1,2,2,1,2,1,2,2,2; 5.6
BronchoscopyVideo_1_20250325T093638_openCV_1069.mhd; 1742891905369; 1742891905376; 154; 11; 16; 9; 1,2,2,1,2,1,2,2,2; 5.9
BronchoscopyVideo_1_20250325T093638_openCV_1070.mhd; 1742891905469; 1742891905476; 154; 12; 16; 9; 1,2,2,1,2,1,2,2,2; 5.7
BronchoscopyVideo_1_20250325T093638_openCV_1071.mhd; 1742891905569; 1742891905576; 162; 2; 20; 10; 1,2,2,1,2,1,2,2,2,2; 5.2
BronchoscopyVideo_1_20250325T093638_openCV_1072.mhd; 1742891905669; 1742891905676; 162; 4; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4.7
BronchoscopyVideo_1_20250325T093638_openCV_1073.mhd; 1742891905769; 1742891905776; 162; 5; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_1074.mhd; 1742891905869; 1742891905876; 162; 7; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4.6
BronchoscopyVideo_1_20250325T093638_openCV_1075.mhd; 1742891905969; 1742891905976; 162; 10; 20; 10; 1,2,2,1,2,1,2,2,2,2; 3.9
BronchoscopyVideo_1_20250325T093638_openCV_1076.mhd; 1742891906069; 1742891906075; 162; 12; 20; 10; 1,2,2,1,2,1,2,2,2,2; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_1077.mhd; 1742891906169; 1742891906175; 162; 13; 20; 10; 1,2,2,1,2,1,2,2,2,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_1078.mhd; 1742891906269; 1742891906275; 162; 15; 20; 10; 1,2,2,1,2,1,2,2,2,2; 2.9
BronchoscopyVideo_1_20250325T093638_openCV_1079.mhd; 1742891906369; 1742891906374; 162; 17; 20; 10; 1,2,2,1,2,1,2,2,2,2; 2.9
BronchoscopyVideo_1_20250325T093638_openCV_1080.mhd; 1742891906469; 1742891906475; 160; 2; 11; 11; 1,2,2,1,2,1,2,2,2,2,2; 2.8
BronchoscopyVideo_1_20250325T093638_openCV_1081.mhd; 1742891906569; 1742891906575; 160; 6; 11; 11; 1,2,2,1,2,1,2,2,2,2,2; 3.3
BronchoscopyVideo_1_20250325T093638_openCV_1082.mhd; 1742891906669; 1742891906674; 160; 7; 11; 11; 1,2,2,1,2,1,2,2,2,2,2; 2.9
BronchoscopyVideo_1_20250325T093638_openCV_1083.mhd; 1742891906769; 1742891906774; 160; 5; 11; 11; 1,2,2,1,2,1,2,2,2,2,2; 2.7
BronchoscopyVideo_1_20250325T093638_openCV_1084.mhd; 1742891906869; 1742891906874; 160; 2; 11; 11; 1,2,2,1,2,1,2,2,2,2,2; 3
BronchoscopyVideo_1_20250325T093638_openCV_1085.mhd; 1742891906969; 1742891906974; 162; 15; 20; 10; 1,2,2,1,2,1,2,2,2,2; 3.6
BronchoscopyVideo_1_20250325T093638_openCV_1086.mhd; 1742891907069; 1742891907074; 162; 13; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4
BronchoscopyVideo_1_20250325T093638_openCV_1087.mhd; 1742891907169; 1742891907174; 162; 13; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4.1
BronchoscopyVideo_1_20250325T093638_openCV_1088.mhd; 1742891907269; 1742891907274; 162; 13; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4
BronchoscopyVideo_1_20250325T093638_openCV_1089.mhd; 1742891907369; 1742891907374; 162; 12; 20; 10; 1,2,2,1,2,1,2,2,2,2; 4.8
BronchoscopyVideo_1_20250325T093638_openCV_1090.mhd; 1742891907469; 1742891907474; 162; 7; 20; 10; 1,2,2,1,2,1,2,2,2,2; 3
BronchoscopyVideo_1_20250325T093638_openCV_1091.mhd; 1742891907569; 1742891907574; 154; 15; 16; 9; 1,2,2,1,2,1,2,2,2; 2.5
BronchoscopyVideo_1_20250325T093638_openCV_1092.mhd; 1742891907669; 1742891907674; 154; 10; 16; 9; 1,2,2,1,2,1,2,2,2; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1093.mhd; 1742891907770; 1742891907775; 154; 7; 16; 9; 1,2,2,1,2,1,2,2,2; 2
BronchoscopyVideo_1_20250325T093638_openCV_1094.mhd; 1742891907869; 1742891907874; 154; 5; 16; 9; 1,2,2,1,2,1,2,2,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_1095.mhd; 1742891907969; 1742891907974; 154; 6; 16; 9; 1,2,2,1,2,1,2,2,2; 1.8
BronchoscopyVideo_1_20250325T093638_openCV_1096.mhd; 1742891908069; 1742891908074; 154; 8; 16; 9; 1,2,2,1,2,1,2,2,2; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_1097.mhd; 1742891908169; 1742891908174; 154; 11; 16; 9; 1,2,2,1,2,1,2,2,2; 2.3
BronchoscopyVideo_1_20250325T093638_openCV_1098.mhd; 1742891908269; 1742891908274; 161; 2; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.4
BronchoscopyVideo_1_20250325T093638_openCV_1099.mhd; 1742891908369; 1742891908374; 161; 5; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_1100.mhd; 1742891908469; 1742891908473; 161; 7; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_1101.mhd; 1742891908569; 1742891908573; 161; 8; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.6
BronchoscopyVideo_1_20250325T093638_openCV_1102.mhd; 1742891908669; 1742891908673; 161; 9; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_1103.mhd; 1742891908769; 1742891908773; 161; 8; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3
BronchoscopyVideo_1_20250325T093638_openCV_1104.mhd; 1742891908869; 1742891908873; 161; 8; 15; 10; 1,2,2,1,2,1,2,2,2,1; 2.1
BronchoscopyVideo_1_20250325T093638_openCV_1105.mhd; 1742891908969; 1742891908973; 161; 8; 15; 10; 1,2,2,1,2,1,2,2,2,1; 2.2
BronchoscopyVideo_1_20250325T093638_openCV_1106.mhd; 1742891909069; 1742891909072; 161; 8; 15; 10; 1,2,2,1,2,1,2,2,2,1; 1.5
BronchoscopyVideo_1_20250325T093638_openCV_1107.mhd; 1742891909169; 1742891909172; 161; 9; 15; 10; 1,2,2,1,2,1,2,2,2,1; 1.6
BronchoscopyVideo_1_20250325T093638_openCV_1108.mhd; 1742891909269; 1742891909272; 161; 12; 15; 10; 1,2,2,1,2,1,2,2,2,1; 1.9
BronchoscopyVideo_1_20250325T093638_openCV_1109.mhd; 1742891909369; 1742891909372; 161; 14; 15; 10; 1,2,2,1,2,1,2,2,2,1; 2.4
BronchoscopyVideo_1_20250325T093638_openCV_1110.mhd; 1742891909469; 1742891909472; 170; 1; 18; 11; 1,2,2,1,2,1,2,2,2,1,2; 2.6
BronchoscopyVideo_1_20250325T093638_openCV_1111.mhd; 1742891909569; 1742891909572; 170; 2; 18; 11; 1,2,2,1,2,1,2,2,2,1,2; 3.3
BronchoscopyVideo_1_20250325T093638_openCV_1112.mhd; 1742891909669; 1742891909672; 170; 2; 18; 11; 1,2,2,1,2,1,2,2,2,1,2; 3.3
BronchoscopyVideo_1_20250325T093638_openCV_1113.mhd; 1742891909769; 1742891909772; 161; 13; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.9
BronchoscopyVideo_1_20250325T093638_openCV_1114.mhd; 1742891909869; 1742891909872; 161; 6; 15; 10; 1,2,2,1,2,1,2,2,2,1; 3.2
BronchoscopyVideo_1_20250325T093638_openCV_1115.mhd; 1742891909969; 1742891909972; 154; 13; 16; 9; 1,2,2,1,2,1,2,2,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_1116.mhd; 1742891910069; 1742891910072; 154; 6; 16; 9; 1,2,2,1,2,1,2,2,2; 4.2
BronchoscopyVideo_1_20250325T093638_openCV_1117.mhd; 1742891910169; 1742891910172; 147; 10; 15; 8; 1,2,2,1,2,1,2,2; 5.6
BronchoscopyVideo_1_20250325T093638_openCV_1118.mhd; 1742891910269; 1742891910272; 132; 9; 24; 7; 1,2,2,1,2,1,1; 4.3
BronchoscopyVideo_1_20250325T093638_openCV_1119.mhd; 1742891910369; 1742891910372; 109; 3; 25; 6; 1,2,2,1,2,2; 6.2
BronchoscopyVideo_1_20250325T093638_openCV_1120.mhd; 1742891910469; 1742891910472; 74; 10; 15; 5; 1,2,2,1,2; 6.8
BronchoscopyVideo_1_20250325T093638_openCV_1121.mhd; 1742891910569; 1742891910572; 74; 5; 15; 5; 1,2,2,1,2; 6.8
BronchoscopyVideo_1_20250325T093638_openCV_1122.mhd; 1742891910669; 1742891910671; 74; 3; 15; 5; 1,2,2,1,2; 7
BronchoscopyVideo_1_20250325T093638_openCV_1123.mhd; 1742891910769; 1742891910771; 40; 10; 15; 4; 1,2,2,1; 6.7
BronchoscopyVideo_1_20250325T093638_openCV_1124.mhd; 1742891910869; 1742891910871; 40; 6; 15; 4; 1,2,2,1; 6.8
BronchoscopyVideo_1_20250325T093638_openCV_1125.mhd; 1742891910969; 1742891910971; 16; 48; 48; 3; 1,2,2; 7.2
BronchoscopyVideo_1_20250325T093638_openCV_1126.mhd; 1742891911070; 1742891911071; 16; 43; 48; 3; 1,2,2; 6.7
BronchoscopyVideo_1_20250325T093638_openCV_1127.mhd; 1742891911169; 1742891911171; 16; 37; 48; 3; 1,2,2; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_1128.mhd; 1742891911269; 1742891911271; 16; 31; 48; 3; 1,2,2; 6.6
BronchoscopyVideo_1_20250325T093638_openCV_1129.mhd; 1742891911369; 1742891911371; 16; 28; 48; 3; 1,2,2; 6.4
BronchoscopyVideo_1_20250325T093638_openCV_1130.mhd; 1742891911469; 1742891911471; 16; 23; 48; 3; 1,2,2; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_1131.mhd; 1742891911570; 1742891911571; 16; 18; 48; 3; 1,2,2; 7.1
BronchoscopyVideo_1_20250325T093638_openCV_1132.mhd; 1742891911669; 1742891911671; 16; 16; 48; 3; 1,2,2; 7.8
BronchoscopyVideo_1_20250325T093638_openCV_1133.mhd; 1742891911770; 1742891911770; 16; 10; 48; 3; 1,2,2; 8.8
BronchoscopyVideo_1_20250325T093638_openCV_1134.mhd; 1742891911869; 1742891911870; 16; 6; 48; 3; 1,2,2; 8.8
BronchoscopyVideo_1_20250325T093638_openCV_1135.mhd; 1742891911969; 1742891911971; 16; 4; 48; 3; 1,2,2; 9.1
BronchoscopyVideo_1_20250325T093638_openCV_1136.mhd; 1742891912069; 1742891912071; 3; 32; 36; 2; 1,2; 7.5
BronchoscopyVideo_1_20250325T093638_openCV_1137.mhd; 1742891912169; 1742891912170; 3; 29; 36; 2; 1,2; 3.1
BronchoscopyVideo_1_20250325T093638_openCV_1138.mhd; 1742891912269; 1742891912271; 3; 27; 36; 2; 1,2; 7.2
BronchoscopyVideo_1_20250325T093638_openCV_1139.mhd; 1742891912369; 1742891912371; 3; 25; 36; 2; 1,2; 6.2
BronchoscopyVideo_1_20250325T093638_openCV_1140.mhd; 1742891912469; 1742891912470; 3; 30; 36; 2; 1,2; 8.4
BronchoscopyVideo_1_20250325T093638_openCV_1141.mhd; 1742891912570; 1742891912570; 3; 27; 36; 2; 1,2; 7.2
BronchoscopyVideo_1_20250325T093638_openCV_1142.mhd; 1742891912669; 1742891912670; 3; 29; 36; 2; 1,2; 9.3
BronchoscopyVideo_1_20250325T093638_openCV_1143.mhd; 1742891912770; 1742891912770; 3; 28; 36; 2; 1,2; 9.3
BronchoscopyVideo_1_20250325T093638_openCV_1144.mhd; 1742891912869; 1742891912870; 3; 27; 36; 2; 1,2; 7.6
BronchoscopyVideo_1_20250325T093638_openCV_1145.mhd; 1742891912969; 1742891912970; 3; 23; 36; 2; 1,2; 6.7
BronchoscopyVideo_1_20250325T093638_openCV_1146.mhd; 1742891913070; 1742891913070; 3; 24; 36; 2; 1,2; 4
BronchoscopyVideo_1_20250325T093638_openCV_1147.mhd; 1742891913169; 1742891913170; 3; 25; 36; 2; 1,2; 8.3
BronchoscopyVideo_1_20250325T093638_openCV_1148.mhd; 1742891913270; 1742891913270; 4; 32; 100; 2; 1,1; 10.6
BronchoscopyVideo_1_20250325T093638_openCV_1149.mhd; 1742891913369; 1742891913369; 3; 29; 36; 2; 1,2; 8.3
BronchoscopyVideo_1_20250325T093638_openCV_1150.mhd; 1742891913469; 1742891913470; 3; 29; 36; 2; 1,2; 8.3
BronchoscopyVideo_1_20250325T093638_openCV_1151.mhd; 1742891913569; 1742891913569; 3; 31; 36; 2; 1,2; 5.8
BronchoscopyVideo_1_20250325T093638_openCV_1152.mhd; 1742891913669; 1742891913669; 3; 24; 36; 2; 1,2; 5.8
BronchoscopyVideo_1_20250325T093638_openCV_1153.mhd; 1742891913770; 1742891913769; 3; 23; 36; 2; 1,2; 6.1
BronchoscopyVideo_1_20250325T093638_openCV_1154.mhd; 1742891913870; 1742891913869; 3; 26; 36; 2; 1,2; 7.7
BronchoscopyVideo_1_20250325T093638_openCV_1155.mhd; 1742891913969; 1742891913969; 3; 28; 36; 2; 1,2; 9
BronchoscopyVideo_1_20250325T093638_openCV_1156.mhd; 1742891914069; 1742891914069; 3; 28; 36; 2; 1,2; 8.8
BronchoscopyVideo_1_20250325T093638_openCV_1157.mhd; 1742891914169; 1742891914169; 3; 28; 36; 2; 1,2; 9.3
BronchoscopyVideo_1_20250325T093638_openCV_1158.mhd; 1742891914269; 1742891914269; 3; 31; 36; 2; 1,2; 8.5
BronchoscopyVideo_1_20250325T093638_openCV_1159.mhd; 1742891914369; 1742891914319; 16; 16; 48; 3; 1,2,2; 2.4
BronchoscopyVideo_1_20250325T093638_openCV_1160.mhd; 1742891914469; 1742891914494; 3; 26; 36; 2; 1,2; 8.3
BronchoscopyVideo_1_20250325T093638_openCV_1161.mhd; 1742891914569; 1742891914594; 3; 28; 36; 2; 1,2; 9
BronchoscopyVideo_1_20250325T093638_openCV_1162.mhd; 1742891914669; 1742891914669; 3; 24; 36; 2; 1,2; 9.7
BronchoscopyVideo_1_20250325T093638_openCV_1163.mhd; 1742891914769; 1742891914769; 3; 27; 36; 2; 1,2; 8.1
BronchoscopyVideo_1_20250325T093638_openCV_1164.mhd; 1742891914869; 1742891914869; 3; 29; 36; 2; 1,2; 9.8
BronchoscopyVideo_1_20250325T093638_openCV_1165.mhd; 1742891914970; 1742891914969; 3; 27; 36; 2; 1,2; 10.6
BronchoscopyVideo_1_20250325T093638_openCV_1166.mhd; 1742891915070; 1742891915068; 3; 29; 36; 2; 1,2; 9.4
BronchoscopyVideo_1_20250325T093638_openCV_1167.mhd; 1742891915169; 1742891915168; 3; 30; 36; 2; 1,2; 9.4
BronchoscopyVideo_1_20250325T093638_openCV_1168.mhd; 1742891915269; 1742891915268; 3; 30; 36; 2; 1,2; 9.6
BronchoscopyVideo_1_20250325T093638_openCV_1169.mhd; 1742891915369; 1742891915368; 16; 5; 48; 3; 1,2,2; 9.6
BronchoscopyVideo_1_20250325T093638_openCV_1170.mhd; 1742891915469; 1742891915468; 16; 9; 48; 3; 1,2,2; 9.2
BronchoscopyVideo_1_20250325T093638_openCV_1171.mhd; 1742891915569; 1742891915567; 16; 11; 48; 3; 1,2,2; 10.3
BronchoscopyVideo_1_20250325T093638_openCV_1172.mhd; 1742891915669; 1742891915668; 16; 14; 48; 3; 1,2,2; 10.2
BronchoscopyVideo_1_20250325T093638_openCV_1173.mhd; 1742891915769; 1742891915767; 16; 16; 48; 3; 1,2,2; 9
BronchoscopyVideo_1_20250325T093638_openCV_1174.mhd; 1742891915870; 1742891915867; 16; 10; 48; 3; 1,2,2; 3.5
BronchoscopyVideo_1_20250325T093638_openCV_1175.mhd; 1742891915969; 1742891915967; 16; 14; 48; 3; 1,2,2; 2.5
